Date;Africa;Japan;Australia;Latinamerica;MiddleEast;Commodities;LongBond;ShortBond
21/02/2008;907,612;13688,28;528,27;1,204,315;288,35;658,16;124,178;116,528
22/02/2008;905,818;13500,46;526,87;1,215,142;289,29;658,81;124,003;116,712
25/02/2008;919,033;13914,57;535,74;1,227,268;289,06;663,86;122,843;116,289
26/02/2008;942,911;13824,72;542,63;1,242,091;290,66;675,25;122,348;116,029
27/02/2008;953,4;14031,3;557,78;1,260,874;292,47;681,49;121,898;115,866
28/02/2008;942,254;13925,51;552,03;1,265,263;295,8;688,92;123,35;116,652
29/02/2008;932,548;13603,02;537,59;1,210,714;294,47;682,16;125,152;117,699
03/03/2008;926,325;12992,18;523,16;1,223,792;292,55;691,35;125,616;118,127
04/03/2008;925,744;12992,28;516,29;1,207,562;294,57;678,14;125,254;118,498
05/03/2008;923,947;12972,06;516,92;1230,28;293,85;695,03;123,653;117,954
06/03/2008;918,032;13215,42;522,6;1,208,244;295,73;691,13;124,736;118,458
07/03/2008;910,472;12782,8;505,67;1,178,977;294,86;685,04;124,445;118,522
10/03/2008;896,877;12532,13;490,82;1,145,331;293,05;686,41;125,356;119,26
11/03/2008;922,071;12658,28;489,18;1,192,139;287,73;691,18;124,788;118,644
12/03/2008;938,152;12861,13;505,98;1,200,575;288,21;699,66;125,387;118,88
13/03/2008;918,915;12433,44;499,28;1,195,881;288,7;700,81;125,061;118,968
14/03/2008;924,544;12241,6;504,3;1,183,845;286,93;692,95;125,176;119,184
17/03/2008;883,749;11787,51;482,35;1,143,441;284,02;662,86;124,419;119,556
18/03/2008;904,636;11964,16;486,98;1,180,024;283,38;677,86;123,951;118,885
19/03/2008;898,819;12260,44;502,87;1,131,641;284,06;649,71;124,985;118,86
20/03/2008;854,012;12260,44;473,98;1,112,052;283,7;634,99;126,221;118,973
21/03/2008;854,051;12482,57;473,98;1,112,052;280,86;634,99;126,221;118,973
24/03/2008;862,703;12480,09;479,49;1,136,167;276,24;640,35;126,221;118,973
25/03/2008;883,395;12745,22;501,01;1,158,249;276,37;653,41;124,474;117,803
26/03/2008;894,202;12706,63;510,81;1,167,234;275,95;662,04;123,514;117,825
27/03/2008;906,559;12604,58;509,88;1,161,888;275,97;668,99;121,894;117,453
28/03/2008;892,328;12820,47;506,84;1,153,806;272,83;660,57;122,433;117,274
31/03/2008;876,807;12525,54;504,3;1,164,125;272,22;648,23;123,053;117,612
01/04/2008;886,588;12656,42;499,5;1,191,681;274,26;642,24;122,656;116,947
02/04/2008;920,424;13189,36;517,29;1,209,013;275,98;654,04;122,946;116,714
03/04/2008;920,425;13389,9;528,72;1,222,711;279,01;654,75;122,624;116,858
04/04/2008;923,954;13293,22;533,34;1,234,531;281,75;663,51;123,539;117,248
07/04/2008;941,165;13450,23;537,97;1,239,966;280,89;668,65;123,014;116,64
08/04/2008;946,296;13250,43;534,18;1,244,566;282,5;664,39;122,547;116,457
09/04/2008;945,725;13111,89;529,94;1,235,656;283,75;678,05;122,642;116,457
10/04/2008;942,613;12945,3;524,49;1,241,152;288,01;675,97;123,307;116,882
11/04/2008;947,766;13323,73;523,13;1219,62;287,51;672,43;124,463;117,458
14/04/2008;928,526;12917,51;509,66;1,223,127;289,02;674,72;124,511;117,479
15/04/2008;934,91;12990,58;516,07;1,233,785;291,48;679,93;123,464;117,01
16/04/2008;940,804;13146,13;531,35;1,262,506;294,7;689,37;121,869;116,428
17/04/2008;948,259;13398,3;533,88;1,275,247;295,24;686,05;120,87;115,94
18/04/2008;952,461;13476,45;520,62;1,279,401;296,51;684,01;120,404;115,492
21/04/2008;959,371;13696,55;545,48;1,281,585;297,36;677,66;120,551;115,579
22/04/2008;969,371;13547,82;543,32;1288,98;297,85;687,36;120,543;115,246
23/04/2008;965,195;13579,16;554,37;1,282,063;297,49;683,49;120,463;115,35
24/04/2008;946,881;13540,87;544,3;1,263,106;296,07;674,73;119,561;115,059
25/04/2008;948,823;13863,47;540,6;1,260,431;294,33;679,17;119,625;115,049
28/04/2008;957,513;13894,37;544,44;1,263,589;294,79;683;119,319;114,886
29/04/2008;955,694;13894,37;542,27;1,220,149;296,47;669,11;120,622;115,418
30/04/2008;956,508;13849,99;545,76;1,273,286;295,99;664,99;121,476;115,588
01/05/2008;946,68;13766,86;539,29;1,289,026;297,89;652,76;121,476;115,588
02/05/2008;953,208;14049,26;552,89;1,317,872;298,96;666,14;120,557;114,96
05/05/2008;964,883;14049,26;561,61;1,323,487;299,44;672,49;121,402;115,241
06/05/2008;987,8;14049,26;560,21;1,331,503;300,65;680,75;121,749;115,532
07/05/2008;998,542;14102,48;555,32;1,306,301;300,44;682,06;120,919;115,028
08/05/2008;992,019;13943,26;559,49;1,305,424;300,15;684,48;122,721;115,982
09/05/2008;983,664;13655,34;562,89;1,302,548;298,93;689;123,748;116,695
12/05/2008;989,172;13743,36;571,44;1,321,546;300,61;687,42;123,172;116,57
13/05/2008;990,652;13953,73;567,42;1,332,933;299,7;692,26;121,625;115,832
14/05/2008;983,959;14118,55;569,18;1,331,195;299,32;685,33;120,38;115,224
15/05/2008;987,38;14251,74;572,95;1,353,495;299,59;687,22;119,489;114,629
16/05/2008;1,001,481;14219,48;583,75;1,380,286;298,74;693,93;120,577;115,029
19/05/2008;1,014,351;14269,61;587,42;1,398,811;300,22;690,41;120,048;114,711
20/05/2008;1,001,723;14160,09;586,78;1,392,998;301,91;697,78;120,618;114,929
21/05/2008;1,000,786;13926,3;581,02;1,383,307;300,29;707,2;119,412;114,316
22/05/2008;997,213;13978,46;577,88;1,380,093;299,99;695,81;119,104;113,958
23/05/2008;992,143;14012,2;574,59;1,363,455;299,81;700,98;120,025;114,337
26/05/2008;980,791;13690,19;568,18;1,368,776;299,73;700,98;119,526;114,088
27/05/2008;967,745;13893,31;568,79;1,353,611;298,47;693,21;119,186;113,909
28/05/2008;965,597;13709,44;562,84;1379,53;297,32;693,24;118,416;113,546
29/05/2008;974,052;14124,47;565,8;1,368,729;299,13;676,11;116,992;112,807
30/05/2008;967,051;14338,54;559,14;1,388,969;301,05;682,15;117,993;113,132
02/06/2008;951,157;14440,14;560,48;1,378,333;304,83;687,58;118,601;113,542
03/06/2008;950,926;14209,17;551,3;1,355,781;305,73;679,04;117,086;112,792
04/06/2008;938,286;14435,57;556,41;1328,05;306,08;674,75;117,862;113,265
05/06/2008;937,765;14341,12;547,24;1,371,844;307,25;688,11;117,422;112,495
06/06/2008;942,004;14489,44;557,14;1,348,101;307,96;712,62;119,862;112,988
09/06/2008;920,882;14181,38;552,36;1,339,726;308,28;704,95;119,707;112,482
10/06/2008;904,948;14021,17;533,58;1,307,131;307,76;702,51;119,019;112,31
11/06/2008;890,762;14183,48;535,86;1,282,357;309,07;721,2;116,973;112,018
12/06/2008;892,609;13888,6;514,91;1,292,065;306,24;721,12;116,843;111,641
13/06/2008;891,943;13973,73;522,72;1,295,422;306,19;723,61;116,482;111,069
16/06/2008;895,04;14354,37;522,41;1,302,604;306,98;728,18;118,152;111,239
17/06/2008;889,759;14348,37;529,31;1,321,262;306,1;730,88;118,35;111,377
18/06/2008;877,329;14452,82;532,21;1,300,552;304,85;737,99;119,275;111,437
19/06/2008;885,531;14130,17;528,26;1,298,023;302,75;725,57;119,023;110,949
20/06/2008;865,033;13942,08;523,47;1,268,521;305,03;732,69;119,454;111,357
23/06/2008;855,028;13857,47;520,95;1,266,861;304,44;733,13;119,193;111,62
24/06/2008;851,961;13849,56;525,78;1,263,718;302,64;730,16;118,507;111,67
25/06/2008;869,203;13829,92;518,9;1,291,779;300,8;727,28;118,282;111,5
26/06/2008;876,048;13822,32;527,02;1,266,338;299,48;746,22;119,035;112,164
27/06/2008;884,582;13544,36;522,23;1,260,584;295,69;746,69;118,119;112,387
30/06/2008;883,661;13481,38;519,74;1,281,861;298,29;739,86;117,119;111,506
01/07/2008;867,902;13463,2;508,43;1,248,145;301,89;745,35;117,137;111,362
02/07/2008;869,65;13286,37;508,69;1,212,772;303,2;754,07;116,9;111,089
03/07/2008;851,589;13265,4;497,04;1,180,378;302,01;754,63;117,449;111,809
04/07/2008;853,897;13237,89;506,83;1,182,307;300,29;754,63;117,954;112,458
07/07/2008;849,329;13360,04;494,06;1184,65;298,57;735,61;119,065;113,099
08/07/2008;837,007;13033,1;485,87;1,181,467;296,55;737,47;119,063;113,222
09/07/2008;854,124;13052,13;495,03;1,178,099;294,57;762,16;119,578;113,291
10/07/2008;846,162;13067,21;491,04;1,173,162;293,78;798,82;119,626;113,433
11/07/2008;852,84;13039,69;497,95;1,174,307;293,78;827,7;119,167;113,177
14/07/2008;855,155;13010,16;494,34;1,185,745;293,65;842,15;119,204;113,224
15/07/2008;840,324;12754,56;489,12;1,178,319;292,49;824,01;119,145;113,567
16/07/2008;845,615;12760,8;489,84;1,191,771;288,76;816,78;119,296;113,462
17/07/2008;880,225;12887,95;495,36;1,173,342;289,81;801,75;118,822;113,073
18/07/2008;862,966;12803,7;486,43;1,169,942;291,99;791,19;117,037;111,917
21/07/2008;854,275;12803,7;505,06;1,185,661;294,94;792,85;116,532;111,22
22/07/2008;854,59;13184,96;503,86;1,166,877;294,18;783,65;116,598;111,214
23/07/2008;853,24;13312,93;508,74;1,162,202;296,06;773,03;116,41;111,004
24/07/2008;851,892;13603,31;510,41;1,129,981;297,83;767,02;117,4;111,865
25/07/2008;842,921;13334,76;490,7;1,130,186;296,07;765,73;116,895;111,688
28/07/2008;859,112;13353,78;486,1;1,124,354;295,22;770,99;117,865;112,264
29/07/2008;864,187;13159,45;476,58;1145,87;292;764,66;118,665;112,799
30/07/2008;881,072;13367,79;481,39;1184,49;294,01;773,15;119,832;113,223
31/07/2008;894,178;13376,81;483,78;1,173,641;295,13;770,17;120,732;113,5
01/08/2008;864,549;13094,59;471,75;1,146,261;294,98;765,31;120,52;113,745
04/08/2008;849,501;12933,18;470,39;1,102,123;293,47;740,7;121,139;114,045
05/08/2008;848,818;12914,66;456,18;1,113,073;291,31;734,25;121,145;114,136
06/08/2008;855,546;13254,89;466,46;1,128,388;290,32;731,07;120,885;114,042
07/08/2008;841,245;13124,99;466,89;1,117,467;288,76;739,84;120,795;114,636
08/08/2008;825,922;13168,41;458,51;1,093,304;282,04;715,08;120,316;114,669
11/08/2008;827,436;13430,91;461,88;1,066,971;277,49;713,11;120,404;114,543
12/08/2008;811,164;13303,6;457,57;1,053,366;274,25;707;121,178;114,903
13/08/2008;800,998;13023,05;443,9;1,057,963;276,91;728,99;121,363;115,188
14/08/2008;833,944;12956,8;450,1;1,075,744;278,68;724,93;121,129;115,117
15/08/2008;814,095;13019,41;445,57;1,050,432;277,73;711,13;121,728;115,405
18/08/2008;815,27;13165,45;448,55;1,034,593;279,83;716,12;122,071;115,7
19/08/2008;787,174;12865,05;436,79;1,036,189;280,58;725,89;121,406;115,604
20/08/2008;795,656;12851,69;443,44;1,075,118;278,65;731,71;122,115;115,791
21/08/2008;809,455;12752,21;443,28;1,088,294;275,5;761,13;121,574;115,419
22/08/2008;815,623;12666,04;443,92;1087,88;274,84;740,52;121,508;115,084
25/08/2008;801,61;12878,66;450,03;1,057,587;272,23;738,67;122,598;115,896
26/08/2008;796,318;12778,71;443,85;1,048,169;268,56;737,79;122,207;115,924
27/08/2008;816,193;12752,96;445,11;1,075,115;266,77;742,85;121,506;115,361
28/08/2008;843,266;12768,25;454,54;1,088,894;267,82;730,82;122,599;115,412
29/08/2008;842,451;13072,87;458,49;1,071,693;268,35;727,73;123,098;115,487
01/09/2008;817,277;12834,18;450,48;1,057,289;265,89;727,73;123,418;115,85
02/09/2008;817,696;12609,47;443,63;1,041,822;262,67;704,92;122,727;115,562
03/09/2008;807,349;12689,59;435,88;1,024,471;261,06;703;122,468;115,747
04/09/2008;795,228;12557,66;428,74;983,722;258,96;698,27;123,115;116,359
05/09/2008;774,853;12212,23;408,09;964,682;249,52;682,27;123,865;117,09
08/09/2008;804,253;12624,46;431,21;960,625;250,7;684,02;122,735;116,358
09/09/2008;780,346;12400,65;416,87;912,923;251,82;672,15;123,15;116,665
10/09/2008;764,799;12346,63;409,5;914,098;244,77;667,14;122,737;116,491
11/09/2008;746,016;12102,5;395,87;924,697;240,83;665,83;121,746;116,293
12/09/2008;767,807;12214,76;414,76;954,987;233,2;678,34;119,951;115,403
15/09/2008;748,61;12214,76;403,67;886,346;220,86;662,91;120,426;116,347
16/09/2008;725,907;11609,72;387,67;883,965;225,41;643,43;122,457;117,04
17/09/2008;714,617;11749,79;384,09;824,63;231,89;659,13;121,626;116,898
18/09/2008;701,454;11489,3;380,14;854,997;228,35;655,04;120,632;116,833
19/09/2008;753,032;11920,86;410,17;941,19;242,49;671,32;118,219;115,272
22/09/2008;770,593;12090,59;440,5;939,129;243,45;696,08;116,899;114,745
23/09/2008;726,407;12090,59;428,86;901,337;235,49;685,31;117,073;114,779
24/09/2008;730,169;12115,03;432,36;894,756;231,26;683,57;119,152;115,513
25/09/2008;732,049;12006,53;426,92;927,055;229,26;685,79;118,538;114,855
26/09/2008;730,131;11893,16;421,83;909,535;234,05;676,9;119,174;115,378
29/09/2008;698,488;11743,61;405,5;808,463;236,6;642,03;122,241;117,252
30/09/2008;716,563;11259,86;375,19;855,232;236,52;641,24;122,078;116,882
01/10/2008;705,331;11368,26;391,6;853,826;236,53;635,22;123,88;117,186
02/10/2008;673,1;11154,76;380,39;782,924;236,5;606,31;125,407;117,631
03/10/2008;668,085;10938,14;377,67;755,585;222,46;605,55;127,151;117,699
06/10/2008;602,334;10473,09;334,08;672,936;210,56;574,37;130,494;119,374
07/10/2008;602,731;10155,9;341,13;635,245;202,15;570,49;131,91;119,257
08/10/2008;571,538;9203,32;300,53;571,628;193,06;556,39;132,417;119,065
09/10/2008;587,724;9157,49;311,42;584,985;200,11;549,93;130,221;118,218
10/10/2008;563,119;8276,43;265,22;546,612;194,55;505,44;126,016;117,345
13/10/2008;584,321;8276,43;288,85;635,709;205,07;513,81;123,764;116,371
14/10/2008;616,661;9447,57;311,73;667,43;215,04;510,27;122,785;115,914
15/10/2008;566,759;9547,47;303,26;575,929;210,39;486,51;121,536;115,922
16/10/2008;510,352;8458,45;273,41;558,973;203,86;469,97;122,1;116,563
17/10/2008;511,573;8693,82;281,19;580,79;202,07;480;123,75;116,912
20/10/2008;516,308;9005,59;296;626,281;202,06;481,79;123,466;116,963
21/10/2008;503,559;9306,25;304,26;592,203;206,04;473,05;124,34;117,406
22/10/2008;461,677;8674,69;288,31;512,803;199,79;449,54;126,709;118,897
23/10/2008;453,302;8460,98;270,7;505,366;194,35;448,53;129,02;118,867
24/10/2008;436,316;7649,08;243,32;467,45;180,9;435,52;129,086;119,31
27/10/2008;433,746;7162,9;236,45;453,025;174,84;443,46;128,761;119,223
28/10/2008;454,639;7621,92;242,37;508,93;172,18;446;129,098;119,239
29/10/2008;496,859;8211,9;262,57;543,084;175,38;475,79;127,891;118,917
30/10/2008;509,338;9029,76;274,08;576,864;180,3;457,82;129,371;119,176
31/10/2008;524,598;8576,98;271,52;582,518;182,9;459,37;125,286;117,769
03/11/2008;527,571;8576,98;293,34;584,815;180,17;456,24;127,131;118,561
04/11/2008;545,009;9114,6;301,32;635,692;181,55;478,24;127,904;118,732
05/11/2008;533,724;9521,24;311,45;603,431;182,63;459,74;127,239;119,152
06/11/2008;506,16;8899,14;288,09;568,642;179,87;440,63;127,86;119,8
07/11/2008;495,242;8583;278,52;574,948;171,32;438,91;129,454;119,936
10/11/2008;521,764;9081,43;288,54;585,388;167,45;446,99;129,787;120,031
11/11/2008;495,496;8809,3;264,17;568,375;158,66;433,05;128,646;120,119
12/11/2008;484,82;8695,51;258,34;519,1;151,45;425,69;129,083;120,495
13/11/2008;479,032;8238,64;241,98;540,903;145,26;431,26;127,589;120,32
14/11/2008;501,943;8462,39;251,73;543,537;141,39;432,54;128,031;120,734
17/11/2008;490,058;8522,58;241,88;531,939;142,43;424,64;128,49;120,756
18/11/2008;480,185;8328,41;234,85;514,978;144,21;423,29;128,341;120,75
19/11/2008;473,086;8273,22;232,49;490,276;149,13;417,91;130,781;121,836
20/11/2008;444,046;7703,04;210,41;479,627;150,45;403,83;134,351;123,095
21/11/2008;445,151;7910,79;214,93;447,726;148,06;403,39;134,461;123,115
24/11/2008;473,059;7910,79;226,16;504,581;143,64;424,97;134,703;122,69
25/11/2008;503,809;8323,93;238,05;512,884;146,2;416,94;137,254;123,318
26/11/2008;507,368;8213,22;233,28;535,187;145,88;425,74;140,031;123,862
27/11/2008;523,924;8373,39;240,83;543,834;149,61;425,74;140,161;123,796
28/11/2008;512,983;8512,27;248,39;544,687;154,41;420,86;141,109;124,015
01/12/2008;487,816;8397,22;241,74;504,111;153,99;403,11;143,542;125,065
02/12/2008;469,212;7863,69;230,45;501,891;150,41;397,18;147,535;126,168
03/12/2008;470,436;8004,1;232,65;510,413;152,11;390,44;151,026;126,526
04/12/2008;480,457;7924,24;233,13;491,897;153,46;377,13;150,736;125,877
05/12/2008;463,679;7917,51;225,36;478,96;153,32;362,4;150,213;126,499
08/12/2008;500,173;8329,05;243,97;533,932;153,44;378,85;146,261;125,194
09/12/2008;505,104;8395,87;240,26;531,738;153,41;375,37;143,625;124,319
10/12/2008;520,32;8660,24;244,12;552,239;154,16;385,62;143,045;124,72
11/12/2008;522,76;8720,55;245,89;560,117;155,31;398,5;142,05;124,632
12/12/2008;501,328;8235,87;235,92;564,979;156,12;393,69;139,337;123,727
15/12/2008;507,989;8664,66;246,51;556,119;156,8;393,83;139,708;124,593
16/12/2008;505,449;8568,02;244,98;579,914;157,03;395,85;141,496;125,204
17/12/2008;537,517;8612,52;254,42;589,785;156,77;396,71;145,653;127,059
18/12/2008;548,533;8667,23;258,15;579,585;154,67;390,79;147,728;126,795
19/12/2008;531,805;8588,52;252,82;572,083;149,32;389,01;145,924;126,525
22/12/2008;529,308;8723,78;248,15;552,859;145,28;387,58;147,481;127,206
23/12/2008;535,253;8723,78;245,78;545,677;146,21;386,34;146,688;127,086
24/12/2008;528,607;8517,1;249,96;546,09;141,72;382,29;146,688;127,086
25/12/2008;528,926;8599,5;249,96;546,09;142,23;382,29;146,688;127,086
26/12/2008;528,418;8739,52;249,96;551,072;140,16;387,95;146,688;127,086
29/12/2008;547,996;8747,17;256,73;545,021;141,76;391,18;147,621;127,536
30/12/2008;560,25;8859,56;258,31;558,155;142,53;394,32;146,581;127,062
31/12/2008;567,484;8859,56;265,17;558,612;141,88;410,25;146,581;127,062
01/01/2009;567,484;8859,56;265,17;558,612;141,87;410,25;146,581;127,062
02/01/2009;563,291;8859,56;267,85;592,916;139,33;420,96;147,596;127,103
05/01/2009;576,735;9043,12;270,12;610,128;138,17;424,95;145,996;126,318
06/01/2009;583,86;9080,84;273,76;634,034;137,7;436,56;141,261;124,976
07/01/2009;568,123;9239,24;277,09;605,624;137,11;419,67;138,247;124,303
08/01/2009;545,665;8876,42;268,73;611,122;137,37;413,84;139,483;125,043
09/01/2009;544,421;8836,8;269,63;600,713;135,12;420,68;141,355;126,238
12/01/2009;528,945;8836,8;258,42;572,167;134,06;403,12;141,06;126,546
13/01/2009;517,709;8413,91;249,09;575,187;131,73;408,56;139,542;126,437
14/01/2009;498,618;8438,45;249,16;542,175;130,49;405,34;139,656;127,07
15/01/2009;491,936;8023,31;237,4;548,478;124,28;404,99;140,315;127,539
16/01/2009;508,383;8230,15;244,41;561,467;120,24;409,31;139,531;127,007
19/01/2009;493,007;8256,85;246,03;556,932;117,54;409,31;139,528;126,531
20/01/2009;480,09;8065,79;233,79;531,666;110,92;399,68;139,15;126,225
21/01/2009;476,644;7901,64;228,18;543,816;104,49;399,13;139,19;126,534
22/01/2009;476,626;8051,74;232,97;540,706;106,15;396,62;136,714;125,31
23/01/2009;461,155;7745,25;222,19;542,285;108,23;409,61;132,426;124,094
26/01/2009;475,753;7682,14;225,05;555,235;111,36;414,63;131,367;123,073
27/01/2009;493,368;8061,07;232,48;554,218;115,73;400,56;134,215;123,629
28/01/2009;502,088;8106,29;238;577,936;115,41;405,04;136,34;124,061
29/01/2009;492,957;8251,24;236,82;567,898;116,76;403,85;139,402;123,873
30/01/2009;483,677;7994,05;229,62;556,791;117,93;403,56;137,793;123,361
02/02/2009;469,09;7873,98;225,24;546,41;114,39;397,04;137,73;123,645
03/02/2009;475,657;7825,51;230,46;562,181;114,7;397,49;137,454;123,102
04/02/2009;486,397;8038,94;228,33;572,088;116,33;399,4;137,183;122,747
05/02/2009;483,02;7949,65;227,78;579,796;115,07;404,78;136,563;122,932
06/02/2009;510,239;8076,62;236,95;612,151;116,02;410,62;136,984;122,705
09/02/2009;523,503;7969,03;244,66;614,031;113,33;412,15;137,28;122,333
10/02/2009;516,009;7945,94;238,86;597,147;113,92;405,86;137,872;122,904
11/02/2009;504,019;7945,94;231,46;586,525;115,92;405,22;139,71;124,436
12/02/2009;495,492;7705,36;232,63;578,837;116,37;404,75;141,87;125,52
13/02/2009;494,587;7779,4;240,91;594,677;116,24;401,42;142,198;125,246
16/02/2009;489,558;7750,17;233,21;598,553;115,61;401,42;143,87;126,018
17/02/2009;476,551;7645,51;225,85;564,854;114,37;384,54;144,554;126,643
18/02/2009;475,267;7534,44;221,58;554,139;111,88;380,06;143,541;126,623
19/02/2009;484,31;7557,65;227,58;558,619;114,44;386,58;140,578;125,515
20/02/2009;467,997;7416,38;222,61;532,595;112,79;382,61;141,754;126,256
23/02/2009;475,873;7376,16;220,12;530,071;113,97;381,14;141,214;126,175
24/02/2009;470,555;7268,56;218,59;532,329;111,23;384,84;142,022;126,444
25/02/2009;472,602;7461,22;219,03;528,716;111,23;391,27;142,667;126,489
26/02/2009;483,629;7457,93;222,8;534,857;109,22;396,65;139,897;125,016
27/02/2009;460,922;7568,42;218,39;528,027;109,62;393,69;140,349;125,286
02/03/2009;444,3;7280,15;210,02;492,457;110,16;378,33;141,512;125,982
03/03/2009;435,588;7229,72;210,11;493,029;107,77;381,9;141,096;125,875
04/03/2009;443,424;7290,96;208,35;524,595;110,3;396,01;138,642;125,046
05/03/2009;436,752;7433,49;209,28;512,302;111,31;389,29;140,602;125,99
06/03/2009;437,999;7173,1;205,89;508,273;112,23;394,96;142,757;127,18
09/03/2009;428,908;7086,03;203,76;503,965;115,44;393,04;142,468;126,989
10/03/2009;442,426;7054,98;211,43;532,287;113,54;394,73;141,416;126,383
11/03/2009;460,721;7376,12;216,37;537,544;113,39;387,37;139,508;125,597
12/03/2009;475,524;7198,25;214,79;550,417;112,65;399,65;140,086;126,301
13/03/2009;483,227;7569,28;226,02;557,726;114,57;400,06;137,384;125,848
16/03/2009;492,415;7704,15;227,66;567,2;115,31;405,47;135,166;124,944
17/03/2009;479,91;7949,13;234,07;571,861;114,61;410,4;133,62;124,383
18/03/2009;480,504;7972,17;233,62;574,945;116,04;403,7;133,845;124,013
19/03/2009;516,041;7945,96;248,31;589,339;117,66;425,43;136,716;125,842
20/03/2009;520,203;7945,96;246,17;582,973;118,65;426,47;138,047;126,605
23/03/2009;540,601;8215,53;255,69;610,895;119,96;432,78;137,487;126,028
24/03/2009;538,817;8488,3;258,78;603,062;123,33;428,58;134,407;124,878
25/03/2009;548,127;8479,99;260,65;609,569;121,83;423,5;133,831;124,815
26/03/2009;546,362;8636,33;263,87;618,075;123,18;427,29;134,713;124,936
27/03/2009;526,034;8626,97;262,76;602,286;120,75;418,8;136,917;125,501
30/03/2009;506,928;8236,08;252,68;571,835;118,82;407,51;137,918;126,131
31/03/2009;522,374;8109,53;256,46;582,233;118,21;415,3;138,302;126,38
01/04/2009;539,529;8351,91;256,48;596,517;118,07;411,1;137,655;126,322
02/04/2009;559,043;8719,78;272,18;629,467;119,99;425,98;135,371;124,787
03/04/2009;554,534;8749,84;273,6;644,968;125,39;430,55;134,123;124,098
06/04/2009;549,98;8857,93;275,17;640,717;126,6;424,47;133,725;124,143
07/04/2009;542,846;8832,85;272,28;631,963;126,24;424,24;132,972;123,934
08/04/2009;543,152;8595,01;264,19;642,694;124,06;428,5;133,722;124,159
09/04/2009;558,718;8916,06;271,32;662,732;125,3;436,93;133,12;123,632
10/04/2009;558,655;8964,11;271,32;662,732;127,42;436,93;133,12;123,632
13/04/2009;561,214;8924,43;275,16;678,255;128,35;437,47;133,12;123,632
14/04/2009;563,955;8842,68;281,75;669,997;128,84;442,95;134,05;124,178
15/04/2009;555,733;8742,96;278,82;662,048;129,68;444,11;134,767;124,839
16/04/2009;561,381;8755,26;280,49;676,524;132,28;442,84;134,44;124,526
17/04/2009;555,934;8907,58;280,71;670,248;135,71;444,59;133,431;123,567
20/04/2009;538,145;8924,75;274,02;641,541;132,79;428,65;135,647;124,711
21/04/2009;529,494;8711,33;267,4;641,108;129,22;428,52;136,327;125,031
22/04/2009;538,846;8727,3;267,93;649,964;129,48;429,46;135,004;124,156
23/04/2009;550,214;8847,01;275,02;661,05;129,12;429,23;135,604;123,966
24/04/2009;565,002;8707,99;276,17;678,831;130,02;434,21;135,685;124,285
27/04/2009;569,862;8726,34;275,69;656,368;128,03;424,44;135,915;124,643
28/04/2009;572,088;8493,77;269,65;654,038;127,41;420;136,785;124,775
29/04/2009;582,583;8493,77;275,66;682,904;129,21;429,16;137,872;124,933
30/04/2009;583,096;8828,26;286,43;681,637;130,56;431,04;136,987;124,326
01/05/2009;583,749;8977,37;282,65;679,849;133,14;444,58;136,987;124,326
04/05/2009;613,268;8977,37;296,03;733,428;133,53;449,04;135,126;124,121
05/05/2009;607,395;8977,37;298,26;739,875;136,65;448,35;135,693;124,139
06/05/2009;611,992;8977,37;297,07;754,956;138,36;459,93;134,562;123,796
07/05/2009;611,299;9385,7;308,25;744,727;139,32;464,92;131,499;122,489
08/05/2009;620,126;9432,83;309,13;767,539;143,51;470,96;129,863;121,797
11/05/2009;627,343;9451,98;310,33;768,533;138,39;469,23;131,025;122,367
12/05/2009;630,214;9298,61;306,89;757,562;141,13;473,42;130,146;122,105
13/05/2009;615,46;9340,49;303,12;726,247;141,48;468,35;130,671;122,793
14/05/2009;609,808;9093,73;290,9;735,729;138,94;469,74;131,05;123,168
15/05/2009;615,842;9265,02;295,24;738,667;138,46;461,3;130,44;122,547
18/05/2009;616,923;9038,69;293,12;767,884;140,32;468,57;130,528;122,74
19/05/2009;639,99;9290,29;305,76;778,862;142,03;469,29;128,978;121,825
20/05/2009;657,869;9344,64;307,99;791,8;141,89;475,14;128,433;121,887
21/05/2009;633,315;9264,15;304,2;767,48;142,57;468,86;129,319;122,629
22/05/2009;656,429;9225,81;305,81;778,78;143,63;475,61;127,618;121,57
25/05/2009;660,914;9347;302,46;783,497;143,23;475,61;126,49;120,887
26/05/2009;654,922;9310,81;306,43;793,961;142,92;477,68;126,686;120,872
27/05/2009;668,445;9438,77;310,19;796,215;145,96;479,5;126,628;120,623
28/05/2009;670,985;9451,39;305,1;809,696;145,01;486,91;126,138;120,38
29/05/2009;679,086;9522,5;316,9;821,558;151,05;494,91;126,588;120,767
01/06/2009;699,538;9677,75;326,93;851,972;152,54;510,4;124,732;120,16
02/06/2009;699,957;9704,31;336,7;843,753;156,45;509,68;124,715;120,216
03/06/2009;684,429;9741,67;337,81;818,126;158,31;494,32;127,811;121,136
04/06/2009;688,053;9668,96;326,49;832,457;159,44;507,94;126,638;120,44
05/06/2009;685,818;9768,01;329,78;829,665;158,66;504,91;126,082;119,5
08/06/2009;667,56;9865,63;323,42;823,631;156,7;500,97;127,892;120,111
09/06/2009;678,978;9786,82;325,56;830,322;157,02;511,56;128,647;120,494
10/06/2009;683,344;9991,49;335,62;833,677;160,18;512,87;127,707;120,065
11/06/2009;680,406;9981,33;342,82;836,455;160,64;524,59;126,885;119,87
12/06/2009;677,616;10135,82;342,03;846,592;163,26;516,27;127,64;120,542
