Date;Africa;Japan;Australia;Latinamerica;MiddleEast;Commodities;LongBond;ShortBond
15/06/2009;676,733;10039,67;332,54;821,494;161,62;503,74;128,808;121,594
16/06/2009;684,05;9752,88;328,57;810,382;158,68;503,45;128,117;121,488
17/06/2009;661,601;9840,85;318,63;787,88;156,82;505,45;128,609;122,01
18/06/2009;661,792;9703,72;323,34;799,535;153,57;505;127,629;121,37
19/06/2009;664,492;9786,26;326,05;807,455;151,62;500,91;127,82;121,797
22/06/2009;642,501;9826,27;321,97;766,789;151,78;485,09;128,934;122,372
23/06/2009;635,195;9549,61;310,07;766,008;148,08;491,03;128,595;122,319
24/06/2009;656,261;9590,32;317,41;779,527;150,49;495,21;128,322;122,358
25/06/2009;654,783;9796,08;318,4;799,55;150,71;500,78;129,178;122,635
26/06/2009;670,287;9877,39;326,69;810,569;147,92;496,34;129,911;122,92
29/06/2009;677,26;9783,47;323,97;816,857;146,83;500,59;130,058;123,125
30/06/2009;684,376;9958,44;331,19;806,398;147,97;490,65;130,778;123,017
01/07/2009;696,125;9939,93;324,262;816,596;148,81;494,63;130,485;122,78
02/07/2009;681,658;9876,15;319,688;801,196;150,29;484,3;131,715;123,6
03/07/2009;676,891;9816,07;317,303;798,644;146,66;484,3;132,038;123,492
06/07/2009;656,064;9680,87;310,555;782,908;142,64;473,03;133,169;123,907
07/07/2009;663,4;9647,79;312,071;773,568;142,53;466,49;132,481;123,646
08/07/2009;650,116;9420,75;306,481;760,421;139,06;457,93;132,851;124,084
09/07/2009;652,677;9291,06;304,64;757,635;137,35;466,95;132,676;123,952
10/07/2009;653,441;9287,28;305,09;755,503;137,14;467;133,551;124,285
13/07/2009;646,14;9050,33;300,73;761,191;134,94;471,92;134,168;124,243
14/07/2009;659,256;9261,81;315,23;767,704;139,63;481,27;133,827;123,835
15/07/2009;678,159;9269,25;325,87;807,409;144,02;490,03;133,038;123,22
16/07/2009;684,312;9344,16;332,31;818,845;143,6;492,8;133,125;123,357
17/07/2009;683,484;9395,32;332,18;826,042;144,01;500,72;131,666;122,949
20/07/2009;700,659;9395,32;340,68;850,765;144,09;506,06;130,854;122,717
21/07/2009;713,909;9652,02;342,47;853,033;146,43;504,02;131,269;123,056
22/07/2009;717,078;9723,16;343,92;851,959;146,7;505,85;131,169;123,058
23/07/2009;724,995;9792,94;345,5;873,541;146,5;514,34;130,019;122,239
24/07/2009;714,607;9944,55;345,51;869,456;150,26;514,43;130,065;122,039
27/07/2009;717,38;10088,66;351,74;875,262;151,18;517,72;130,01;122,032
28/07/2009;704,397;10087,26;357,77;872,319;151,29;512,27;131,379;122,556
29/07/2009;695,414;10113,24;351,34;857,556;149,53;500,05;131,566;122,55
30/07/2009;709,98;10165,21;359,11;874,797;150,65;518,47;131,907;122,495
31/07/2009;711,436;10356,83;365,86;881,135;151,93;528,08;134,885;123,846
03/08/2009;736,016;10352,47;372,92;916,789;153,34;546,5;133,994;123,374
04/08/2009;727,843;10375,01;376,45;916,964;155,02;548,04;134,136;123,345
05/08/2009;716,809;10252,53;370,92;923,171;154,17;554,06;135,054;123,443
06/08/2009;716,205;10388,09;377,19;918,044;154,95;542,27;134,697;123,175
07/08/2009;724,118;10412,09;374,09;927,726;155,63;542,75;132,382;121,838
10/08/2009;720,258;10524,26;374,24;927,796;156,07;543,9;132,813;121,902
11/08/2009;707,78;10585,46;373,03;902,509;158,59;539,03;132,767;122,042
12/08/2009;707,148;10435;374,43;919,138;155,31;546,6;132,892;122,229
13/08/2009;718,259;10517,19;388,57;928,611;156,43;552,68;133,07;122,53
14/08/2009;710,516;10597,33;387,04;919,471;157,09;538,62;135,011;123,663
17/08/2009;687,748;10268,61;373,94;884,275;153,91;528,4;135,639;124,05
18/08/2009;701,593;10284,96;374,37;895,802;154,48;533,19;135,527;123,956
19/08/2009;698,923;10204;374,92;907,153;153,15;537,59;136,691;124,495
20/08/2009;715,644;10383,41;377,33;920,973;152,35;534,41;136,2;124,29
21/08/2009;733,163;10238,2;372,23;938,076;155,08;539,9;135,407;123,71
24/08/2009;745,709;10581,05;387,05;939,655;156,44;546,66;135,148;123,684
25/08/2009;746,461;10497,36;384,84;934,804;156,7;539,53;135,847;124,16
26/08/2009;740,383;10639,71;384,64;923,403;157,94;536,73;136,37;124,553
27/08/2009;740,076;10473,97;384,99;914,411;158,16;537,35;136,048;124,424
28/08/2009;755,899;10534,14;395,06;919,562;160,54;543,25;135,626;124,328
31/08/2009;746,036;10492,53;393,78;901,944;160,11;536,52;135,859;124,295
01/09/2009;740,079;10530,06;394,19;886,633;159,63;524,98;135,846;124,307
02/09/2009;729,803;10280,46;385,24;876,369;158,15;524,5;135,53;124,483
03/09/2009;738,039;10214,64;386,63;888,31;158,86;525,32;134,587;124,282
04/09/2009;749,012;10187,11;391,14;910,362;161,06;521,76;134,444;124,288
07/09/2009;760,067;10320,94;397,9;916,044;160,9;521,76;133,96;124,367
08/09/2009;768,634;10393,23;408,73;942,632;160,62;534,13;133,127;124,033
09/09/2009;772,324;10312,14;408,84;943,117;161,21;535,33;131,628;123,473
10/09/2009;767,096;10513,67;410,05;950,536;160,91;534,24;132,391;123,576
11/09/2009;789,65;10444,33;415,2;957,012;160,69;528,14;134,102;124,209
14/09/2009;773,943;10202,06;406,93;957,235;159,69;527,66;134,057;124,166
15/09/2009;782,708;10217,62;407,54;967,021;159,95;537,87;133,721;123,807
16/09/2009;799,337;10270,77;422,45;988,988;161,74;549,13;133,295;123,485
17/09/2009;807,262;10443,8;430,46;989,387;165,3;548,72;132,791;123,071
18/09/2009;797,616;10370,54;425,24;993,067;165,31;541,4;131,925;123,107
21/09/2009;785,133;10370,54;420,29;986,292;165,2;532,9;131,099;122,9
22/09/2009;798,953;10370,54;425,83;996,382;165,23;541,62;131,273;122,742
23/09/2009;789,445;10370,54;432;989,69;167,43;535,67;131,964;122,894
24/09/2009;789,085;10544,22;427,1;977,75;167,2;525,49;133,023;123,606
25/09/2009;785,509;10265,98;426,68;980,06;167,76;523,2;135,09;124,123
28/09/2009;785,419;10009,52;424,68;1,000,039;165,6;526,76;135,464;124,184
29/09/2009;777,4;10100,2;432,15;1,001,202;166,36;527,71;136,246;124,391
30/09/2009;763,768;10133,23;437,56;1,009,078;166,57;543,1;136,388;124,47
01/10/2009;760,397;9978,64;431,07;996,126;167,35;534,95;136,749;125,011
02/10/2009;750,309;9731,87;416,76;998,029;168,23;527,33;137,905;125,504
05/10/2009;761,429;9674,49;417,97;1,022,206;168,82;530,44;138,138;125,474
06/10/2009;784,163;9691,8;427,73;1,043,589;170,22;540,85;137,789;125,188
07/10/2009;785,745;9799,6;436,18;1038,91;171,2;540,4;138,719;125,474
08/10/2009;798,406;9832,47;450,72;1,060,185;170,93;555,08;138,37;125,528
09/10/2009;794,313;10016,39;449,91;1,070,131;170,21;550,86;137,195;124,847
12/10/2009;808,898;10016,39;450,02;1,071,378;168,45;562,72;137,091;124,859
13/10/2009;805,073;10076,56;453,75;1,081,539;166,91;562,53;136,71;125,102
14/10/2009;817,473;10060,21;461,88;1,111,731;168,04;566,12;135,251;124,482
15/10/2009;819,811;10238,65;467,9;1,120,585;168,72;571,88;133,907;123,776
16/10/2009;804,478;10257,56;463,71;1,107,599;168,13;574,42;134,03;123,812
19/10/2009;812,897;10236,51;464,2;1,124,506;168,09;584,73;134,062;123,703
20/10/2009;811,951;10336,84;468,87;1,088,289;168,58;581,77;135,024;124,275
21/10/2009;810,219;10333,39;469,87;1,093,676;167,53;596,48;133,158;123,642
22/10/2009;809,25;10267,17;465,03;1,103,755;166,25;594,4;133,468;123,654
23/10/2009;807,535;10282,99;470,53;1,096,615;165,88;591,69;132,564;123,289
26/10/2009;799,102;10362,62;465,33;1,091,126;166,32;582,35;132,06;123,1
27/10/2009;778,201;10212,46;455,72;1,053,997;165,81;580,04;133,481;123,873
28/10/2009;756,928;10075,05;441,43;1,004,112;163,93;567,14;134,081;124,11
29/10/2009;764,977;9891,1;436,76;1058,25;160,97;581,48;133,332;123,678
30/10/2009;755,445;10034,74;438,33;1,024,647;154,16;568,72;135,095;124,305
02/11/2009;743,21;9802,95;430,47;1,018,479;158,13;576,67;134,85;124,341
03/11/2009;733,043;9802,95;427,27;1,038,666;155,84;580,33;134,339;124,274
04/11/2009;751,829;9844,31;431,64;1,068,693;158,52;583,41;132,944;123,532
05/11/2009;756,07;9717,44;429,3;1,083,089;157,55;578,07;132,415;123,264
06/11/2009;763,653;9789,35;441,07;1,078,986;156,96;567,22;131,982;123,069
09/11/2009;782,295;9808,99;454,45;1,115,589;158,68;578,36;132,705;123,44
10/11/2009;786,939;9870,73;459,59;1,114,827;158,05;576,46;133,461;123,891
11/11/2009;797,217;9871,68;462,37;1115,67;156,46;580,03;133,571;123,818
12/11/2009;789,708;9804,49;460,99;1,086,557;155,35;572,04;133,203;123,726
13/11/2009;785,864;9770,31;458,31;1096,41;153,35;572,4;132,918;123,556
16/11/2009;799,145;9791,18;465,88;1,121,764;155,32;591,26;134,113;124,031
17/11/2009;787,602;9729,93;457,5;1127,29;153,23;593,43;135,069;124,335
18/11/2009;792,1;9676,8;460,64;1,122,845;153,68;593,67;135,366;124,31
19/11/2009;774,489;9549,47;453,9;1,100,523;154,1;586,22;135,863;124,462
20/11/2009;769,295;9497,68;447,44;1,103,021;153,5;586;136,115;124,633
23/11/2009;792,275;9497,68;456,54;1,117,661;154,22;588,79;135,482;124,456
24/11/2009;791,144;9401,58;449,57;1,119,991;153,24;580,66;135,547;124,657
25/11/2009;803,386;9441,64;456,97;1,129,632;154,77;593,95;135,114;124,633
26/11/2009;778,702;9383,24;448,3;1,096,673;154,66;593,95;136,102;125,545
27/11/2009;782,129;9081,52;434,02;1,111,848;154,63;586,37;136,309;125,582
30/11/2009;778,38;9345,55;449,58;1,111,435;150,76;593,15;137,355;125,643
01/12/2009;801,171;9572,2;454,7;1,144,735;143,52;598,54;136,954;125,679
02/12/2009;808,408;9608,94;461,6;1,154,204;144,93;594,84;136,412;125,551
03/12/2009;802,614;9977,67;461,95;1,152,041;145,85;592,32;135,992;125,356
04/12/2009;791,525;10022,59;450,02;1,141,761;148,37;586,15;135,591;125,082
07/12/2009;787,823;10167,6;445,85;1,142,241;145,49;584,02;136,134;125,294
08/12/2009;779,565;10140,47;442,71;1116,2;143,75;580,92;136,87;125,762
09/12/2009;766,684;10004,72;439,74;1,112,019;140,71;574,48;136,702;125,867
10/12/2009;780,336;9862,82;440,71;1,120,364;143,32;576,01;135,559;125,543
11/12/2009;784,978;10107,87;440,96;1,132,383;145,78;580,61;135,055;125,132
14/12/2009;802,819;10105,68;443,72;1,138,949;150,11;586,47;135,585;125,381
15/12/2009;794,232;10083,48;443,32;1,137,781;151,06;586,73;134,984;124,995
16/12/2009;797,501;10177,41;437,38;1,132,544;151,73;595,96;135,662;125,126
17/12/2009;786,989;10163,8;431,97;1,096,425;151,92;587,35;137,18;125,749
18/12/2009;782,998;10142,05;430,13;1,089,258;150,98;588,75;137,625;125,873
21/12/2009;770,131;10183,47;427,68;1,086,079;150,17;587,46;136,379;125,394
22/12/2009;774,337;10378,03;430,19;1,096,471;149,37;586,98;135,036;124,621
23/12/2009;789,137;10378,03;435,71;1,106,796;147,82;597,85;133,821;124,11
24/12/2009;797,134;10536,92;441,06;1113,78;148,06;599,76;133,821;124,11
25/12/2009;797,2;10494,71;441,06;1113,78;148,68;599,76;133,821;124,11
28/12/2009;807,367;10634,23;443,58;1,127,946;149,27;608,07;132,865;123,573
29/12/2009;807,217;10638,06;453,54;1,130,855;148,87;610,1;132,807;123,48
30/12/2009;803,26;10546,44;450,59;1,130,475;148,21;610,02;132,62;123,274
31/12/2009;814,693;10546,44;457,09;1,131,361;148,4;609,34;132,471;123,249
01/01/2010;814,693;10546,44;457,09;1,131,361;149,74;609,34;132,471;123,249
04/01/2010;824,597;10654,79;464,8;1,165,656;147,75;622,16;132,943;123,187
05/01/2010;829,594;10681,83;470,06;1,170,431;149,24;622,02;132,852;123,318
06/01/2010;830,265;10731,45;471,32;1,175,414;149,38;634,3;132,336;123,268
07/01/2010;818,483;10681,66;470,58;1,173,232;150,31;625,36;132,381;123,38
08/01/2010;823,611;10798,32;471,9;1,171,843;150,58;624,27;132,497;123,268
11/01/2010;827,754;10798,32;481,67;1,177,098;150,32;624,78;132,529;123,573
12/01/2010;818,846;10879,14;474,03;1,167,022;148,42;612,21;133,291;124,016
13/01/2010;817,644;10735,03;469,48;1,164,808;147,37;613,97;132,82;124,034
14/01/2010;816,917;10907,68;476,11;1,145,809;146,67;613,55;133,336;124,09
15/01/2010;815,112;10982,1;473,03;1136,02;145,17;606,66;134,221;124,47
18/01/2010;816,135;10855,08;475,55;1,145,397;145,56;606,66;134,589;124,676
19/01/2010;816,554;10764,9;469,36;1,149,302;145,28;609,27;134,15;124,377
20/01/2010;803,274;10737,52;463,31;1,116,433;145,45;600,72;134,518;124,85
21/01/2010;796,359;10868,41;456,5;1,085,943;144,99;596,1;134,822;125,05
22/01/2010;782,04;10590,55;448,95;1,071,405;142,3;590,78;135,086;125,087
25/01/2010;785,094;10512,69;444,79;1,067,546;142,77;592,68;134,822;124,981
26/01/2010;774,364;10325,28;442,43;1,052,303;141,19;587,81;135,261;125,131
27/01/2010;774,37;10252,08;434,41;1,036,102;140,5;578,04;135,803;125,143
28/01/2010;779,844;10414,29;437,43;1,042,169;141,58;573,16;136,1;125,131
29/01/2010;784,063;10198,04;423,8;1,033,762;141,05;568,46;136,752;125,205
01/02/2010;782,031;10205,02;417,78;1046,45;142,12;572,65;136,81;125,317
02/02/2010;795,102;10371,09;424,41;1,068,514;143,44;583,59;136,565;125,199
03/02/2010;799,289;10404,33;427,96;1,065,649;145,06;576,06;135,719;124,912
04/02/2010;771,746;10355,98;419,5;1,007,383;145,49;561,2;136,707;125,461
05/02/2010;752,283;10057,09;406,39;994,956;145,04;550,86;138,644;126,053
08/02/2010;755,744;9951,82;409,69;1,001,349;146,68;558,74;138,825;125,822
09/02/2010;768,436;9932,9;409,49;1024,41;147,52;567,19;137,52;125,436
10/02/2010;764,362;9963,99;410,02;1,029,396;147,92;570,06;136,791;125,118
11/02/2010;767,647;9963,99;420,17;1,040,689;149,36;581,05;136,377;124,787
12/02/2010;762,206;10092,19;420,2;1,041,626;149,37;576,3;136,797;125,23
15/02/2010;771,693;10013,3;421,1;1,045,833;150,09;576,3;136,364;125,149
16/02/2010;780,097;10034,25;428,65;1,056,537;151,63;595,52;136,048;125,118
17/02/2010;792,712;10306,83;438,71;1,075,126;151,37;592,57;136,009;125,211
18/02/2010;792,249;10335,69;438,35;1,088,821;152,1;596,94;135,131;124,762
19/02/2010;781,782;10123,58;432,77;1,087,678;152,48;601,83;134,801;124,314
22/02/2010;777,568;10400,47;443,97;1,084,117;152,74;599,92;134,892;124,438
23/02/2010;770,465;10352,1;442,44;1,064,474;151,83;589,72;136,932;125,354
24/02/2010;765,331;10198,83;435,12;1,062,762;150,97;594,28;137,856;125,803
25/02/2010;759,538;10101,96;424,45;1,057,634;151,02;584,71;138,185;126,115
26/02/2010;782,508;10126,03;434,53;1,076,095;151,19;595,16;138,45;126,158
01/03/2010;789,78;10172,06;440,97;1,088,565;151;592,7;137,901;126,108
02/03/2010;801,28;10221,84;444,6;1,104,757;151,81;598,85;137,726;126,04
03/03/2010;815,637;10253,14;449,02;1,107,701;151,38;606,19;137,184;125,846
04/03/2010;821,153;10145,72;447,88;1,102,544;151,37;598;137,197;125,946
05/03/2010;825,373;10368,96;453,36;1,124,047;151,41;603,67;136,803;125,609
08/03/2010;835,299;10585,92;458,81;1,119,662;152,19;603,37;136,473;125,547
09/03/2010;831,297;10567,65;460,78;1,125,973;153,09;600,64;136,699;125,852
10/03/2010;836,2;10563,92;463,53;1,142,547;153,04;599,69;136,338;125,684
11/03/2010;825,606;10664,95;460,66;1,140,799;153,81;597,41;135,963;125,385
12/03/2010;838,063;10751,26;461,98;1,137,845;155,3;597,6;136,409;125,478
15/03/2010;829,98;10751,98;456,47;1,133,527;155,08;590,81;136,693;125,64
16/03/2010;840,794;10721,71;458,95;1147,95;157,02;598,21;136,99;125,746
17/03/2010;857,603;10846,98;468,33;1145,98;157,92;605,37;137,3;126,064
18/03/2010;867,815;10744,03;467,89;1,134,921;157,29;604,51;136,938;126,008
19/03/2010;858,186;10824,72;467,02;1,119,088;158,19;597,66;137,229;126,101
22/03/2010;858,124;10824,72;462,39;1,119,402;159,5;596,61;138,165;126,475
23/03/2010;855,347;10774,15;468,54;1,133,244;159,87;594,06;138,798;126,668
24/03/2010;848,956;10815,03;465,5;1,124,183;160,07;589,15;138,475;126,457
25/03/2010;842,178;10828,85;466,17;1,112,298;161,74;587,58;137,429;125,858
26/03/2010;842,749;10996,37;463,49;1,106,115;162,01;587,81;137,287;125,659
29/03/2010;851,1;10986,47;469,27;1,126,272;161,86;600;137,745;125,814
30/03/2010;853,542;11097,14;473,05;1,136,154;164,57;603,3;138,423;126,07
31/03/2010;857,753;11089,94;468,83;1,146,519;161,02;602,56;139,05;126,269
01/04/2010;868,544;11244,4;473,55;1,163,593;160,82;610,23;139,67;126,282
02/04/2010;868,632;11286,09;473,55;1,163,593;162,76;610,23;139,67;126,282
05/04/2010;873,65;11339,3;473,27;1175,63;162,53;616,1;139,67;126,282
06/04/2010;884,339;11282,32;479,99;1,174,747;162,79;617,6;138,727;125,721
07/04/2010;889,106;11292,83;481,68;1,170,117;161,74;617,21;139,101;126,001
08/04/2010;879,819;11168,2;479,27;1,169,804;161,72;615,16;139,359;126,225
09/04/2010;887,018;11204,34;482,68;1,174,026;163,66;620,89;138,113;125,646
12/04/2010;889,363;11251,9;485,04;1,170,901;164,45;624,68;137,254;125,353
13/04/2010;871,144;11161,23;479,16;1,167,228;164,06;628,24;137,758;125,671
14/04/2010;880,297;11204,9;488,61;1,185,251;162,83;637,3;137,713;125,802
15/04/2010;885,306;11273,79;489;1,179,204;161,76;639,96;137,932;125,92
16/04/2010;867,66;11102,18;484,21;1,155,852;160,57;631,51;138,248;126,319
19/04/2010;850,096;10908,77;473,39;1146,64;160,15;622,61;138,636;126,418
20/04/2010;862,217;10900,68;479,56;1,156,885;159,65;630,21;138,461;126,181
21/04/2010;861,445;11090,05;481,66;1,155,802;160,44;631,92;138,545;126,412
22/04/2010;846,031;10949,09;475,59;1,149,994;160,94;632,61;139,436;126,655
23/04/2010;856,63;10914,46;470,8;1,154,048;161,18;635,01;139,553;126,555
26/04/2010;874,149;11165,79;473,56;1,154,104;160,71;633,97;140,076;126,724
27/04/2010;869,971;11212,66;472,15;1,116,819;160,81;622,28;142,995;127,515
28/04/2010;847,532;10924,79;465,55;1,112,901;159,52;622,17;142,646;127,478
29/04/2010;863,426;10924,79;464,55;1,143,106;159,34;624,01;141,767;127,16
30/04/2010;868,068;11057,4;467,96;1,139,674;159,55;630,84;142,097;127,502
03/05/2010;862,162;11057,4;462,27;1,127,459;160,09;633,82;141,212;127,153
04/05/2010;835,141;11057,4;450,79;1,084,257;159,9;616,28;143,356;128,25
05/05/2010;816,959;11057,4;443,07;1,064,289;158,27;604,47;145,41;129,16
06/05/2010;809,801;10695,69;429,79;1,036,335;157,63;596,05;146,32;129,821
07/05/2010;784,414;10364,59;413,49;1,010,339;154,11;595,16;146,733;130,257
10/05/2010;826,315;10530,7;432,58;1,078,166;157,94;603,86;141,586;128,288
11/05/2010;819,497;10411,1;426,05;1,069,837;156,8;603,97;141,044;128,574
12/05/2010;847,557;10394,03;427,89;1,086,007;157,29;608,13;140,669;128,344
13/05/2010;842,42;10620,55;437,61;1081,73;157,8;608,3;141,192;128,381
14/05/2010;819,479;10462,51;429,7;1051,59;156,06;590,86;143,646;129,216
17/05/2010;816,934;10235,76;410,48;1,038,198;156,15;573,77;143,62;129,185
18/05/2010;823,238;10242,64;408,42;1020,89;156,74;578,6;144,899;129,634
19/05/2010;787,552;10186,84;385,62;981,973;153,4;569,94;145,609;130,201
20/05/2010;751,559;10030,31;368,96;937,139;154,36;565,23;148,07;130,948
21/05/2010;756,787;9784,54;371,07;968,482;152,26;569,94;149,813;131,316
24/05/2010;772,114;9758,4;381,29;974,294;150,41;572,21;150,149;131,447
25/05/2010;742,055;9459,89;362,86;946,256;144,51;562,35;152,196;132,263
26/05/2010;796,912;9522,66;374,4;981,554;145,99;570,67;150,362;131,534
27/05/2010;802,541;9639,72;385,72;1,013,875;145,78;582,89;149,141;131,004
28/05/2010;804,733;9762,98;394,76;1,014,387;146,33;577,29;150,078;131,303
31/05/2010;801,302;9768,7;388,2;1,037,782;140,45;577,29;150,536;131,303
01/06/2010;798,049;9711,83;387,74;1,014,967;144,17;569,89;150,988;131,149
02/06/2010;798,945;9603,24;380,74;1,024,129;144,04;568,03;151,078;131,286
03/06/2010;797,004;9914,19;394,99;1,031,371;145,01;568,12;150,135;130,937
04/06/2010;773,967;9901,19;385,2;1,005,759;144,15;553,86;151,769;132,056
07/06/2010;759,563;9520,8;367,76;984,559;143,35;552;151,995;132,171
08/06/2010;759,448;9537,94;373,52;992,269;144,07;555,91;153,325;132,776
09/06/2010;773,689;9439,13;381,23;1,006,546;142,58;562,94;152,867;132,343
10/06/2010;780,248;9542,65;391,3;1,036,401;142,66;567,08;151,549;131,833
11/06/2010;774,591;9705,25;398,86;1,048,582;143,54;569,45;152,279;132,132
14/06/2010;795,795;9879,85;406,23;1,050,268;142,84;578,72;150,813;131,546
15/06/2010;806,51;9887,89;404,4;1,067,098;142,2;584,47;149,502;131,03
16/06/2010;808,843;10067,15;410,92;1,074,269;142,69;586,37;149,444;131,081
17/06/2010;818,089;9999,4;407,44;1,073,919;143,03;585,26;149,347;131,126
18/06/2010;824,154;9995,02;412,96;1,080,055;145,29;583,56;148,682;130,571
21/06/2010;830,653;10238,01;423,85;1,091,755;145,9;587,37;147,804;130,132
22/06/2010;818,836;10112,89;417,88;1,083,354;145,32;584,65;149,534;130,832
23/06/2010;813,205;9923,7;406,51;1,070,612;144,85;577,81;150,174;131,297
24/06/2010;798,191;9928,34;404,16;1,053,196;144,89;581,29;150,729;131,801
25/06/2010;796,371;9737,48;397,44;1,068,622;143,84;587,57;150,793;131,775
28/06/2010;802,656;9693,94;398,99;1,066,515;143,36;585,92;151,704;131,96
29/06/2010;781,974;9570,67;386,29;1,020,738;142,09;568,16;152,498;132,406
30/06/2010;771,41;9382,64;378,52;1006,67;140,99;575,02;152,453;132,157
01/07/2010;754,256;9191,6;369,45;1,007,314;139,56;567,87;153,224;132,195
02/07/2010;768,255;9203,71;373,9;1,025,573;138,09;566,08;152,991;132,164
05/07/2010;766,559;9266,78;368,89;1,016,797;138,88;566,08;153,576;132,469
06/07/2010;788,724;9338,04;380,84;1,039,236;139,83;568,69;152,638;132,049
07/07/2010;789,889;9279,65;380,64;1,055,673;140,9;578;152,405;131,985
